Year,Month,Segment,Sub-Segment,Category,Subcategory,Tag,Amount,Quarter,Difference,Difference YTD Budget
2026,March,Retail,Rexus,SM,S&M - Payment Channel,Actual,0,Q1,0,0.0
2026,March,Retail,Rexus,SM,S&M - PCV,Actual,0,Q1,0,0.0
2026,March,Retail,Rexus,SM,S&M - Distribution Cost,Actual,-20744282,Q1,4537060,-11539096.0
2026,March,Retail,Rexus,,Total S&M,Actual,-1334358923,Q1,-211881799,-723293875.0
2026,March,Retail,Rexus,,CM,Actual,2576837270,Q1,543295222,-1761149271.0
2026,March,Retail,Rexus,GA,G&A - Staff Cost,Actual,-993635092,Q1,-113027848,-196306378.0
2026,March,Retail,Rexus,GA,G&A - Other staff cost,Actual,-135667189,Q1,-81969174,708799678.0
2026,March,Retail,Rexus,GA,G&A - Facility Management and Travelling,Actual,-147449853,Q1,663790,25600290.0
2026,March,Retail,Rexus,GA,G&A - Consultancy cost,Actual,-18791026,Q1,-571610,-56152935.0
2026,March,Retail,Rexus,GA,G&A - Corporate Action (Adj. Total),Actual,0,Q1,0,0.0
2026,March,Retail,Rexus,GA,G&A - IT Cost,Actual,-12184119,Q1,-2317946,-9545868.0
2026,March,Retail,Rexus,GA,G&A - Depreciation,Actual,-425688195,Q1,55611081,42982506.0
2026,March,Retail,Rexus,,Other income/(expenses),Actual,-26368047,Q1,-33463164,-26555309.0
2026,March,Retail,Rexus,,Total G&A (Include Depre + Others),Actual,-1759783521,Q1,-175074871,488821984.0
2026,March,Retail,Rexus,EBIT,EBIT,Actual,817053749,Q1,368220351,-1272327287.0
2026,March,Retail,Rexus,EBITDA,EBITDA,Actual,1242741944,Q1,312609270,-1315309793.0
2026,April,Retail,Rexus,Revenue,Revenue,Actual,13154890270,Q2,2100591418,-5153594108.0
2026,April,Retail,Rexus,COGS,COGS,Actual,-8402622773,Q2,-1259520114,4168130012.0
2026,April,Retail,Rexus,GP,GP,Actual,4752267497,Q2,841071304,-985464096.0
2026,April,Retail,Rexus,SM,S&M - O2O,Actual,0,Q2,0,0.0
2026,April,Retail,Rexus,SM,S&M - Offline,Actual,-247930754,Q2,78937956,-77651399.0
2026,April,Retail,Rexus,SM,S&M - Online,Actual,-138793616,Q2,-18757,-20662838.0
2026,April,Retail,Rexus,SM,S&M - Others,Actual,-1049859097,Q2,-201888025,-1058613124.0
2026,April,Retail,Rexus,SM,S&M - Others (FD & SS Cashback),Actual,0,Q2,0,0.0
2026,April,Retail,Rexus,SM,S&M - Payment Channel,Actual,0,Q2,0,0.0
2026,April,Retail,Rexus,SM,S&M - PCV,Actual,0,Q2,0,0.0
2026,April,Retail,Rexus,SM,S&M - Distribution Cost,Actual,-25941683,Q2,-5197401,-17480779.0
2026,April,Retail,Rexus,,Total S&M,Actual,-1462525150,Q2,-128166227,-1174408140.0
2026,April,Retail,Rexus,,CM,Actual,3289742347,Q2,712905077,-2159872236.0
2026,April,Retail,Rexus,GA,G&A - Staff Cost,Actual,-907036721,Q2,86598371,-207952667.0
2026,April,Retail,Rexus,GA,G&A - Other staff cost,Actual,-154874006,Q2,-19206817,903925672.0
2026,April,Retail,Rexus,GA,G&A - Facility Management and Travelling,Actual,-169075743,Q2,-21625890,6524547.0
2026,April,Retail,Rexus,GA,G&A - Consultancy cost,Actual,-21570883,Q2,-2779857,-77723818.0
2026,April,Retail,Rexus,GA,G&A - Corporate Action (Adj. Total),Actual,0,Q2,0,0.0
2026,April,Retail,Rexus,GA,G&A - IT Cost,Actual,-13898691,Q2,-1714572,-16444559.0
2026,April,Retail,Rexus,GA,G&A - Depreciation,Actual,-424308547,Q2,1379648,111083242.0
2026,April,Retail,Rexus,,Other income/(expenses),Actual,-21874494,Q2,4493553,-48429803.0
2026,April,Retail,Rexus,,Total G&A (Include Depre + Others),Actual,-1712639085,Q2,47144436,670982614.0
2026,April,Retail,Rexus,EBIT,EBIT,Actual,1577103262,Q2,760049513,-1488889622.0
2026,April,Retail,Rexus,EBITDA,EBITDA,Actual,2001411809,Q2,758669865,-1599972864.0
2026,May,Retail,Rexus,Revenue,Revenue,Actual,10790253338,Q2,-2364636932,-7375184384.0
2026,May,Retail,Rexus,COGS,COGS,Actual,-6609250509,Q2,1793372264,6016577852.0
2026,May,Retail,Rexus,GP,GP,Actual,4181002829,Q2,-571264668,-1358606532.0
2026,May,Retail,Rexus,SM,S&M - O2O,Actual,0,Q2,0,0.0
2026,May,Retail,Rexus,SM,S&M - Offline,Actual,-374536569,Q2,-126605815,-252187968.0
2026,May,Retail,Rexus,SM,S&M - Online,Actual,-120775551,Q2,18018065,-21438389.0
2026,May,Retail,Rexus,SM,S&M - Others,Actual,-765150098,Q2,284708999,-1173171041.0
2026,May,Retail,Rexus,SM,S&M - Others (FD & SS Cashback),Actual,0,Q2,0,0.0
2026,May,Retail,Rexus,SM,S&M - Payment Channel,Actual,0,Q2,0,0.0
2026,May,Retail,Rexus,SM,S&M - PCV,Actual,0,Q2,0,0.0
2026,May,Retail,Rexus,SM,S&M - Distribution Cost,Actual,-28253500,Q2,-2311817,-25734279.0
2026,May,Retail,Rexus,,Total S&M,Actual,-1288715718,Q2,173809432,-1472531677.0
2026,May,Retail,Rexus,,CM,Actual,2892287111,Q2,-397455236,-2831138209.0
2026,May,Retail,Rexus,GA,G&A - Staff Cost,Actual,-954842436,Q2,-47805715,-267404671.0
2026,May,Retail,Rexus,GA,G&A - Other staff cost,Actual,-85184304,Q2,69689702,1168741368.0
2026,May,Retail,Rexus,GA,G&A - Facility Management and Travelling,Actual,-119497541,Q2,49578202,37027006.0
2026,May,Retail,Rexus,GA,G&A - Consultancy cost,Actual,-27719416,Q2,-6148533,-105443234.0
2026,May,Retail,Rexus,GA,G&A - Corporate Action (Adj. Total),Actual,0,Q2,0,0.0
2026,May,Retail,Rexus,GA,G&A - IT Cost,Actual,-7066900,Q2,6831791,-16511459.0
2026,May,Retail,Rexus,GA,G&A - Depreciation,Actual,-428068894,Q2,-3760347,175423631.0
2026,May,Retail,Rexus,,Other income/(expenses),Actual,37788385,Q2,59662879,-10641418.0
2026,May,Retail,Rexus,,Total G&A (Include Depre + Others),Actual,-1584591106,Q2,128047979,981191223.0
2026,May,Retail,Rexus,EBIT,EBIT,Actual,1307696005,Q2,-269407257,-1849946986.0
2026,May,Retail,Rexus,EBITDA,EBITDA,Actual,1735764899,Q2,-265646910,-2025370617.0
2026,June,Retail,Rexus,Revenue,Revenue,Actual,9382198275,Q2,-1408055063,-12197419534.0
2026,June,Retail,Rexus,COGS,COGS,Actual,-5816789208,Q2,792461301,9432670370.0
2026,June,Retail,Rexus,GP,GP,Actual,3565409067,Q2,-615593762,-2764749164.0
2026,June,Retail,Rexus,SM,S&M - O2O,Actual,0,Q2,0,0.0
2026,June,Retail,Rexus,SM,S&M - Offline,Actual,-142529772,Q2,232006797,-194717740.0
2026,June,Retail,Rexus,SM,S&M - Online,Actual,-120136922,Q2,638629,-21575311.0
2026,June,Retail,Rexus,SM,S&M - Others,Actual,-808190163,Q2,-43040065,-1271139533.0
2026,June,Retail,Rexus,SM,S&M - Others (FD & SS Cashback),Actual,0,Q2,0,0.0
2026,June,Retail,Rexus,SM,S&M - Payment Channel,Actual,0,Q2,0,0.0
2026,June,Retail,Rexus,SM,S&M - PCV,Actual,0,Q2,0,0.0
2026,June,Retail,Rexus,SM,S&M - Distribution Cost,Actual,-21434500,Q2,6819000,-27168779.0
2026,June,Retail,Rexus,,Total S&M,Actual,-1092291357,Q2,196424361,-1514601363.0
2026,June,Retail,Rexus,,CM,Actual,2473117710,Q2,-419169401,-4279350527.0
2026,June,Retail,Rexus,GA,G&A - Staff Cost,Actual,-936770462,Q2,18071974,-308784701.0
2026,June,Retail,Rexus,GA,G&A - Other staff cost,Actual,-68439383,Q2,16744921,1450301985.0
2026,June,Retail,Rexus,GA,G&A - Facility Management and Travelling,Actual,-153404239,Q2,-33906698,33622767.0
2026,June,Retail,Rexus,GA,G&A - Consultancy cost,Actual,-20742493,Q2,6976923,-126185727.0
2026,June,Retail,Rexus,GA,G&A - Corporate Action (Adj. Total),Actual,0,Q2,0,0.0
2026,June,Retail,Rexus,GA,G&A - IT Cost,Actual,-7647622,Q2,-580722,-17159081.0
2026,June,Retail,Rexus,GA,G&A - Depreciation,Actual,-426572335,Q2,1496559,241260579.0
2026,June,Retail,Rexus,,Other income/(expenses),Actual,39320466,Q2,1532081,28679048.0
2026,June,Retail,Rexus,,Total G&A (Include Depre + Others),Actual,-1574256068,Q2,10335038,1301734870.0
2026,June,Retail,Rexus,EBIT,EBIT,Actual,898861642,Q2,-408834363,-2977615657.0
2026,June,Retail,Rexus,EBITDA,EBITDA,Actual,1325433977,Q2,-410330922,-3218876236.0
2026,July,Retail,Rexus,Revenue,Revenue,Actual,11861443768,Q3,2479245493,-13350431774.0
2026,July,Retail,Rexus,COGS,COGS,Actual,-7511134071,Q3,-1694344863,10380932704.0
2026,July,Retail,Rexus,GP,GP,Actual,4350309697,Q3,784900630,-2969499070.0
2026,July,Retail,Rexus,SM,S&M - O2O,Actual,0,Q3,0,0.0
2026,July,Retail,Rexus,SM,S&M - Offline,Actual,-310173850,Q3,-167644078,-304891590.0
2026,July,Retail,Rexus,SM,S&M - Online,Actual,-129658947,Q3,-9522025,-31234258.0
2026,July,Retail,Rexus,SM,S&M - Others,Actual,-826340983,Q3,-18150820,-1446757716.0
2026,July,Retail,Rexus,SM,S&M - Others (FD & SS Cashback),Actual,0,Q3,0,0.0
2026,July,Retail,Rexus,SM,S&M - Payment Channel,Actual,0,Q3,0,0.0
2026,July,Retail,Rexus,SM,S&M - PCV,Actual,0,Q3,0,0.0
2026,July,Retail,Rexus,SM,S&M - Distribution Cost,Actual,-32796000,Q3,-11361500,-39964779.0
2026,July,Retail,Rexus,,Total S&M,Actual,-1298969780,Q3,-206678423,-1822848343.0
2026,July,Retail,Rexus,,CM,Actual,3051339917,Q3,578222207,-4792347413.0
2026,July,Retail,Rexus,GA,G&A - Staff Cost,Actual,-931994717,Q3,4775745,-345388986.0
2026,July,Retail,Rexus,GA,G&A - Other staff cost,Actual,-100531845,Q3,-32092462,1699770140.0
2026,July,Retail,Rexus,GA,G&A - Facility Management and Travelling,Actual,-202763825,Q3,-49359586,-19141058.0
2026,July,Retail,Rexus,GA,G&A - Consultancy cost,Actual,15708022,Q3,36450515,-110477705.0
2026,July,Retail,Rexus,GA,G&A - Corporate Action (Adj. Total),Actual,0,Q3,0,0.0
2026,July,Retail,Rexus,GA,G&A - IT Cost,Actual,-10588529,Q3,-2940907,-20747610.0
2026,July,Retail,Rexus,GA,G&A - Depreciation,Actual,-429726920,Q3,-3154585,303942942.0
2026,July,Retail,Rexus,,Other income/(expenses),Actual,41275932,Q3,1955466,69954980.0
2026,July,Retail,Rexus,,Total G&A (Include Depre + Others),Actual,-1618621882,Q3,-44365814,1577912703.0
2026,July,Retail,Rexus,EBIT,EBIT,Actual,1432718035,Q3,533856393,-3214434710.0
2026,July,Retail,Rexus,EBITDA,EBITDA,Actual,1862444955,Q3,537010978,-3518377652.0
2026,August,Retail,Rexus,Revenue,Revenue,Run-rate,10244182172,Q3,-1617261596,-16002542149.0
2026,August,Retail,Rexus,COGS,COGS,Run-rate,-6370998089,Q3,1140135982,12392524770.0
2026,August,Retail,Rexus,GP,GP,Run-rate,3873184083,Q3,-477125614,-3610017379.0
2026,August,Retail,Rexus,SM,S&M - O2O,Run-rate,0,Q3,0,0.0
2026,August,Retail,Rexus,SM,S&M - Offline,Run-rate,-295746730,Q3,14427120,-389138320.0
2026,August,Retail,Rexus,SM,S&M - Online,Run-rate,-123523807,Q3,6135140,-22758065.0
2026,August,Retail,Rexus,SM,S&M - Others,Run-rate,-799893748,Q3,26447235,-1601836837.0
2026,August,Retail,Rexus,SM,S&M - Others (FD & SS Cashback),Run-rate,0,Q3,0,0.0
2026,August,Retail,Rexus,SM,S&M - Payment Channel,Run-rate,0,Q3,0,0.0
2026,August,Retail,Rexus,SM,S&M - PCV,Run-rate,0,Q3,0,0.0
2026,August,Retail,Rexus,SM,S&M - Distribution Cost,Run-rate,-27494667,Q3,5301333,-47459446.0
2026,August,Retail,Rexus,,Total S&M,Run-rate,-1246658952,Q3,52310828,-2061192668.0
2026,August,Retail,Rexus,,CM,Run-rate,2626525131,Q3,-424814786,-5671210047.0
2026,August,Retail,Rexus,GA,G&A - Staff Cost,Run-rate,-932693260,Q3,-698543,-382691814.0
2026,August,Retail,Rexus,GA,G&A - Other staff cost,Run-rate,-84718511,Q3,15813334,1965051629.0
2026,August,Retail,Rexus,GA,G&A - Facility Management and Travelling,Run-rate,-151522278,Q3,51241547,-20663336.0
2026,August,Retail,Rexus,GA,G&A - Consultancy cost,Run-rate,-25996462,Q3,-41704484,-136474167.0
2026,August,Retail,Rexus,GA,G&A - Corporate Action (Adj. Total),Run-rate,0,Q3,0,0.0
2026,August,Retail,Rexus,GA,G&A - IT Cost,Run-rate,-8434350,Q3,2154179,-22181960.0
2026,August,Retail,Rexus,GA,G&A - Depreciation,Run-rate,-447348787,Q3,-17621867,349003438.0
2026,August,Retail,Rexus,,Other income/(expenses),Run-rate,39461594,Q3,-1814338,109416574.0
2026,August,Retail,Rexus,,Total G&A (Include Depre + Others),Run-rate,-1611252054,Q3,7369828,1861460364.0
2026,August,Retail,Rexus,EBIT,EBIT,Run-rate,1015273077,Q3,-417444958,-3809749683.0
2026,August,Retail,Rexus,EBITDA,EBITDA,Run-rate,1462621864,Q3,-399823091,-4158753121.0
2026,September,Retail,Rexus,Revenue,Revenue,Forecast,10885859694,Q3,641677521.6,-18917983314.0
2026,September,Retail,Rexus,COGS,COGS,Forecast,-6811681529,Q3,-440683440.5,14551688800.0
2026,September,Retail,Rexus,GP,GP,Forecast,4074178164,Q3,200994081.1,-4366294515.0
2026,September,Retail,Rexus,SM,S&M - O2O,Forecast,0,Q3,0,0.0
2026,September,Retail,Rexus,SM,S&M - Offline,Forecast,-258160270.1,Q3,37586459.91,-435798590.1
2026,September,Retail,Rexus,SM,S&M - Online,Forecast,-132766421,Q3,-9242613.967,-23524485.97
2026,September,Retail,Rexus,SM,S&M - Others,Forecast,-839193688.8,Q3,-39299940.83,-1750965483.0
2026,September,Retail,Rexus,SM,S&M - Others (FD & SS Cashback),Forecast,0,Q3,0,0.0
2026,September,Retail,Rexus,SM,S&M - Payment Channel,Forecast,0,Q3,0,0.0
2026,September,Retail,Rexus,SM,S&M - PCV,Forecast,0,Q3,0,0.0
2026,September,Retail,Rexus,SM,S&M - Distribution Cost,Forecast,-27241722.33,Q3,252944.6667,-54701168.33
2026,September,Retail,Rexus,,Total S&M,Forecast,-1257362102,Q3,-10703150.22,-2264989727.0
2026,September,Retail,Rexus,,CM,Forecast,2816816062,Q3,190290930.9,-6631284242.0
2026,September,Retail,Rexus,GA,G&A - Staff Cost,Forecast,-895390432,Q3,37302828,-382691814.0
2026,September,Retail,Rexus,GA,G&A - Other staff cost,Forecast,-127476190,Q3,-42757679,2187575439.0
2026,September,Retail,Rexus,GA,G&A - Facility Management and Travelling,Forecast,-150000000,Q3,1522278,-20663336.0
2026,September,Retail,Rexus,GA,G&A - Consultancy cost,Forecast,0,Q3,25996462,-136474167.0
2026,September,Retail,Rexus,GA,G&A - Corporate Action (Adj. Total),Forecast,0,Q3,0,0.0
2026,September,Retail,Rexus,GA,G&A - IT Cost,Forecast,-7000000,Q3,1434350,-22181960.0
2026,September,Retail,Rexus,GA,G&A - Depreciation,Forecast,-447348787,Q3,0,394063934.0
2026,September,Retail,Rexus,,Other income/(expenses),Forecast,0,Q3,-39461594,109416574.0
2026,September,Retail,Rexus,,Total G&A (Include Depre + Others),Forecast,-1627215409,Q3,-15963355,2129044670.0
2026,September,Retail,Rexus,EBIT,EBIT,Forecast,1189600653,Q3,174327575.9,-4502239572.0
2026,September,Retail,Rexus,EBITDA,EBITDA,Forecast,1636949440,Q3,174327575.9,-4896303506.0
2026,October,Retail,Rexus,Revenue,Revenue,Forecast,9844738212,Q4,-1041121482,-20912920116.0
2026,October,Retail,Rexus,COGS,COGS,Forecast,-6175215956,Q4,636465573.6,16072261602.0
2026,October,Retail,Rexus,GP,GP,Forecast,3669522256,Q4,-404655908.3,-4840658514.0
2026,October,Retail,Rexus,SM,S&M - O2O,Forecast,0,Q4,0,0.0
2026,October,Retail,Rexus,SM,S&M - Offline,Forecast,-277987658.5,Q4,-19827388.37,-513786248.5
2026,October,Retail,Rexus,SM,S&M - Online,Forecast,-120883354.4,Q4,11883066.52,-24407840.41
2026,October,Retail,Rexus,SM,S&M - Others,Forecast,-735340840.6,Q4,103852848.2,-1894322572.0
2026,October,Retail,Rexus,SM,S&M - Others (FD & SS Cashback),Forecast,0,Q4,0,0.0
2026,October,Retail,Rexus,SM,S&M - Payment Channel,Forecast,0,Q4,0,0.0
2026,October,Retail,Rexus,SM,S&M - PCV,Forecast,0,Q4,0,0.0
2026,October,Retail,Rexus,SM,S&M - Distribution Cost,Forecast,-29177463.11,Q4,-1935740.778,-63878631.44
2026,October,Retail,Rexus,,Total S&M,Forecast,-1163389317,Q4,93972785.62,-2496395293.0
2026,October,Retail,Rexus,,CM,Forecast,2506132939,Q4,-310683122.7,-7337053807.0
2026,October,Retail,Rexus,GA,G&A - Staff Cost,Forecast,-895390432,Q4,0,-382691814.0
2026,October,Retail,Rexus,GA,G&A - Other staff cost,Forecast,-127476190,Q4,0,2410099249.0
2026,October,Retail,Rexus,GA,G&A - Facility Management and Travelling,Forecast,-150000000,Q4,0,-20663336.0
2026,October,Retail,Rexus,GA,G&A - Consultancy cost,Forecast,0,Q4,0,-136474167.0
2026,October,Retail,Rexus,GA,G&A - Corporate Action (Adj. Total),Forecast,0,Q4,0,0.0
2026,October,Retail,Rexus,GA,G&A - IT Cost,Forecast,-7000000,Q4,0,-22181960.0
2026,October,Retail,Rexus,GA,G&A - Depreciation,Forecast,-512577610,Q4,-65228823,373895607.0
2026,October,Retail,Rexus,,Other income/(expenses),Forecast,0,Q4,0,109416574.0
2026,October,Retail,Rexus,,Total G&A (Include Depre + Others),Forecast,-1692444232,Q4,-65228823,2331400153.0
2026,October,Retail,Rexus,EBIT,EBIT,Forecast,813688707.2,Q4,-375911945.7,-5005653654.0
2026,October,Retail,Rexus,EBITDA,EBITDA,Forecast,1326266317,Q4,-310683122.7,-5379549261.0
2026,November,Retail,Rexus,Revenue,Revenue,Forecast,10262097160,Q4,417358948.8,-23400822955.0
2026,November,Retail,Rexus,COGS,COGS,Forecast,-6413849697,Q4,-238633740.8,17945911905.0
2026,November,Retail,Rexus,GP,GP,Forecast,3848247464,Q4,178725208,-5454911050.0
2026,November,Retail,Rexus,SM,S&M - O2O,Forecast,0,Q4,0,0.0
2026,November,Retail,Rexus,SM,S&M - Offline,Forecast,-267258927.9,Q4,10728730.51,-581045176.5
2026,November,Retail,Rexus,SM,S&M - Online,Forecast,-117958156.9,Q4,2925197.519,-22365997.34
2026,November,Retail,Rexus,SM,S&M - Others,Forecast,-785989445.1,Q4,-50648604.55,-2042812018.0
2026,November,Retail,Rexus,SM,S&M - Others (FD & SS Cashback),Forecast,0,Q4,0,0.0
2026,November,Retail,Rexus,SM,S&M - Payment Channel,Forecast,0,Q4,0,0.0
2026,November,Retail,Rexus,SM,S&M - PCV,Forecast,0,Q4,0,0.0
2026,November,Retail,Rexus,SM,S&M - Distribution Cost,Forecast,-27971284.15,Q4,1206178.963,-71849915.59
2026,November,Retail,Rexus,,Total S&M,Forecast,-1199177814,Q4,-35788497.55,-2718073107.0
2026,November,Retail,Rexus,,CM,Forecast,2649069650,Q4,142936710.5,-8172984157.0
2026,November,Retail,Rexus,GA,G&A - Staff Cost,Forecast,-895390432,Q4,0,-382691814.0
2026,November,Retail,Rexus,GA,G&A - Other staff cost,Forecast,-127476190,Q4,0,2632623059.0
2026,November,Retail,Rexus,GA,G&A - Facility Management and Travelling,Forecast,-150000000,Q4,0,-20663336.0
2026,November,Retail,Rexus,GA,G&A - Consultancy cost,Forecast,0,Q4,0,-136474167.0
2026,November,Retail,Rexus,GA,G&A - Corporate Action (Adj. Total),Forecast,0,Q4,0,0.0
2026,November,Retail,Rexus,GA,G&A - IT Cost,Forecast,-7000000,Q4,0,-22181960.0
2026,November,Retail,Rexus,GA,G&A - Depreciation,Forecast,-512577610,Q4,0,353727280.0
2026,November,Retail,Rexus,,Other income/(expenses),Forecast,0,Q4,0,109416574.0
2026,November,Retail,Rexus,,Total G&A (Include Depre + Others),Forecast,-1692444232,Q4,0,2533755636.0
2026,November,Retail,Rexus,EBIT,EBIT,Forecast,956625417.7,Q4,142936710.5,-5639228521.0
2026,November,Retail,Rexus,EBITDA,EBITDA,Forecast,1469203028,Q4,142936710.5,-5992955801.0
2026,December,Retail,Rexus,Revenue,Revenue,Forecast,12499142545,Q4,2237045385,-26363704978.0
2026,December,Retail,Rexus,COGS,COGS,Forecast,-7824662359,Q4,-1410812662,20171565515.0
2026,December,Retail,Rexus,GP,GP,Forecast,4674480186,Q4,826232722.7,-6192139463.0
2026,December,Retail,Rexus,SM,S&M - O2O,Forecast,0,Q4,0,0.0
2026,December,Retail,Rexus,SM,S&M - Offline,Forecast,-297987089.4,Q4,-30728161.46,-652532265.9
2026,December,Retail,Rexus,SM,S&M - Online,Forecast,-137822998.8,Q4,-19864841.86,-22188996.12
2026,December,Retail,Rexus,SM,S&M - Others,Forecast,-951222878.2,Q4,-165233433,-2220933668.0
2026,December,Retail,Rexus,SM,S&M - Others (FD & SS Cashback),Forecast,0,Q4,0,0.0
2026,December,Retail,Rexus,SM,S&M - Payment Channel,Forecast,0,Q4,0,0.0
2026,December,Retail,Rexus,SM,S&M - PCV,Forecast,0,Q4,0,0.0
2026,December,Retail,Rexus,SM,S&M - Distribution Cost,Forecast,-28130156.53,Q4,-158872.3827,-79980072.12
2026,December,Retail,Rexus,,Total S&M,Forecast,-1415163123,Q4,-215985308.7,-2975635002.0
2026,December,Retail,Rexus,,CM,Forecast,3259317064,Q4,610247413.9,-9167774465.0
2026,December,Retail,Rexus,GA,G&A - Staff Cost,Forecast,-895390432,Q4,0,-382691814.0
2026,December,Retail,Rexus,GA,G&A - Other staff cost,Forecast,-127476190,Q4,0,2855146869.0
2026,December,Retail,Rexus,GA,G&A - Facility Management and Travelling,Forecast,-150000000,Q4,0,-20663336.0
2026,December,Retail,Rexus,GA,G&A - Consultancy cost,Forecast,0,Q4,0,-136474167.0
2026,December,Retail,Rexus,GA,G&A - Corporate Action (Adj. Total),Forecast,0,Q4,0,0.0
2026,December,Retail,Rexus,GA,G&A - IT Cost,Forecast,-7000000,Q4,0,-22181960.0
2026,December,Retail,Rexus,GA,G&A - Depreciation,Forecast,-512577610,Q4,0,333558953.0
2026,December,Retail,Rexus,,Other income/(expenses),Forecast,0,Q4,0,109416574.0
2026,December,Retail,Rexus,,Total G&A (Include Depre + Others),Forecast,-1692444232,Q4,0,2736111119.0
2026,December,Retail,Rexus,EBIT,EBIT,Forecast,1566872832,Q4,610247413.9,-6431663346.0
2026,December,Retail,Rexus,EBITDA,EBITDA,Forecast,2079450442,Q4,610247413.9,-6765222299.0
2026,January,Retail,Russ,Revenue,Revenue,Actual,4311673949,Q1,,
2026,January,Retail,Russ,COGS,COGS,Actual,-2328910095,Q1,,
2026,January,Retail,Russ,GP,GP,Actual,1982763854,Q1,,
2026,January,Retail,Russ,SM,S&M - O2O,Actual,0,Q1,,
2026,January,Retail,Russ,SM,S&M - Offline,Actual,-55919845,Q1,,
2026,January,Retail,Russ,SM,S&M - Online,Actual,-568203438,Q1,,
2026,January,Retail,Russ,SM,S&M - Others,Actual,-390731652,Q1,,
2026,January,Retail,Russ,SM,S&M - Others (FD & SS Cashback),Actual,0,Q1,,
2026,January,Retail,Russ,SM,S&M - Payment Channel,Actual,0,Q1,,
2026,January,Retail,Russ,SM,S&M - PCV,Actual,0,Q1,,
2026,January,Retail,Russ,SM,S&M - Distribution Cost,Actual,-67717339,Q1,,
2026,January,Retail,Russ,,Total S&M,Actual,-1082572274,Q1,,
2026,January,Retail,Russ,,CM,Actual,900191580,Q1,,
2026,January,Retail,Russ,GA,G&A - Staff Cost,Actual,-187409405,Q1,,
2026,January,Retail,Russ,GA,G&A - Other staff cost,Actual,-284938773,Q1,,
2026,January,Retail,Russ,GA,G&A - Facility Management and Travelling,Actual,-190785421,Q1,,
2026,January,Retail,Russ,GA,G&A - Consultancy cost,Actual,-4401250,Q1,,
2026,January,Retail,Russ,GA,G&A - Corporate Action (Adj. Total),Actual,0,Q1,,
2026,January,Retail,Russ,GA,G&A - IT Cost,Actual,-12788262,Q1,,
2026,January,Retail,Russ,GA,G&A - Depreciation,Actual,-434000351,Q1,,
2026,January,Retail,Russ,,Other income/(expenses),Actual,7054366,Q1,,
2026,January,Retail,Russ,,Total G&A (Include Depre + Others),Actual,-1107269096,Q1,,
2026,January,Retail,Russ,EBIT,EBIT,Actual,-207077516,Q1,,
2026,January,Retail,Russ,EBITDA,EBITDA,Actual,226922835,Q1,,
2026,February,Retail,Russ,Revenue,Revenue,Actual,5449908758,Q1,1138234809,-7719186627.0
2026,February,Retail,Russ,COGS,COGS,Actual,-2628766137,Q1,-299856042,3957516128.0
2026,February,Retail,Russ,GP,GP,Actual,2821142621,Q1,838378767,-3761670499.0
2026,February,Retail,Russ,SM,S&M - O2O,Actual,0,Q1,0,0.0
2026,February,Retail,Russ,SM,S&M - Offline,Actual,-46509811,Q1,9410034,334589578.0
2026,February,Retail,Russ,SM,S&M - Online,Actual,-906512736,Q1,-338309298,521153723.0
2026,February,Retail,Russ,SM,S&M - Others,Actual,-647115570,Q1,-256383918,710229711.0
2026,February,Retail,Russ,SM,S&M - Others (FD & SS Cashback),Actual,0,Q1,0,0.0
2026,February,Retail,Russ,SM,S&M - Payment Channel,Actual,0,Q1,0,0.0
2026,February,Retail,Russ,SM,S&M - PCV,Actual,0,Q1,0,0.0
2026,February,Retail,Russ,SM,S&M - Distribution Cost,Actual,-39015658,Q1,28701681,68074696.0
2026,February,Retail,Russ,,Total S&M,Actual,-1639153775,Q1,-556581501,1634047708.0
2026,February,Retail,Russ,,CM,Actual,1181988846,Q1,281797266,-2127622791.0
2026,February,Retail,Russ,GA,G&A - Staff Cost,Actual,-174230210,Q1,13179195,9300573.0
2026,February,Retail,Russ,GA,G&A - Other staff cost,Actual,-295010884,Q1,-10072111,246559145.0
2026,February,Retail,Russ,GA,G&A - Facility Management and Travelling,Actual,-164512624,Q1,26272797,33515214.0
2026,February,Retail,Russ,GA,G&A - Consultancy cost,Actual,-4401250,Q1,0,-8802500.0
2026,February,Retail,Russ,GA,G&A - Corporate Action (Adj. Total),Actual,0,Q1,0,0.0
2026,February,Retail,Russ,GA,G&A - IT Cost,Actual,-13673570,Q1,-885308,4084894.0
2026,February,Retail,Russ,GA,G&A - Depreciation,Actual,-450021617,Q1,-16021266,-66282130.0
2026,February,Retail,Russ,,Other income/(expenses),Actual,38465629,Q1,31411263,45519995.0
2026,February,Retail,Russ,,Total G&A (Include Depre + Others),Actual,-1063384526,Q1,43884570,263895191.0
2026,February,Retail,Russ,EBIT,EBIT,Actual,118604320,Q1,325681836,-1863727600.0
2026,February,Retail,Russ,EBITDA,EBITDA,Actual,568625937,Q1,341703102,-1797445470.0
2026,March,Retail,Russ,Revenue,Revenue,Actual,15385122060,Q1,9935213302,-5756183440.0
2026,March,Retail,Russ,COGS,COGS,Actual,-7207715687,Q1,-4578949550,3595081066.0
2026,March,Retail,Russ,GP,GP,Actual,8177406373,Q1,5356263752,-2161102374.0
2026,March,Retail,Russ,SM,S&M - O2O,Actual,0,Q1,0,0.0
2026,March,Retail,Russ,SM,S&M - Offline,Actual,-96239395,Q1,-49729584,525292560.0
